loan_amnt,term,annual_inc,purpose,home_ownership,outcome
15000,60 months,75000,credit_card,MORTGAGE,default
1000,36 months,43200,debt_consolidation,RENT,paid off
2500,36 months,36000,other,RENT,default
31300,60 months,70000,credit_card,MORTGAGE,default
5600,36 months,85000,debt_consolidation,RENT,default
8400,36 months,32758,debt_consolidation,RENT,paid off
15000,60 months,54000,debt_consolidation,MORTGAGE,default
5000,36 months,53000,home_improvement,RENT,paid off
4375,36 months,15000,home_improvement,RENT,default
10000,36 months,75876,credit_card,RENT,paid off
20225,60 months,45000,debt_consolidation,MORTGAGE,paid off
9300,36 months,46000,car,MORTGAGE,paid off
6000,36 months,30288,other,MORTGAGE,paid off
18000,36 months,74000,debt_consolidation,OWN,default
10000,36 months,40000,debt_consolidation,MORTGAGE,paid off
16425,60 months,37242,debt_consolidation,OWN,default
19750,60 months,52000,credit_card,RENT,default
19075,60 months,54000,credit_card,MORTGAGE,paid off
10000,36 months,38500,credit_card,MORTGAGE,paid off
15000,36 months,88000,debt_consolidation,OWN,default
10000,36 months,92004,moving,RENT,default
18600,60 months,50000,debt_consolidation,RENT,paid off
4600,36 months,82000,debt_consolidation,RENT,paid off
10000,36 months,140004,debt_consolidation,MORTGAGE,default
9600,36 months,36000,debt_consolidation,RENT,paid off
18000,60 months,40000,debt_consolidation,MORTGAGE,default
15000,36 months,52000,debt_consolidation,MORTGAGE,paid off
9200,36 months,55000,credit_card,RENT,paid off
14000,36 months,65000,moving,RENT,paid off
19100,60 months,80000,other,RENT,paid off
19000,36 months,55000,debt_consolidation,RENT,default
15000,36 months,55000,debt_consolidation,MORTGAGE,paid off
21000,60 months,52000,home_improvement,MORTGAGE,paid off
5400,36 months,48000,credit_card,RENT,default
25000,36 months,55000,major_purchase,RENT,default
5600,36 months,18778,credit_card,RENT,default
10000,36 months,55000,debt_consolidation,RENT,paid off
12000,36 months,40000,credit_card,MORTGAGE,default
8000,36 months,68000,other,RENT,paid off
6000,36 months,85000,vacation,MORTGAGE,paid off
2000,36 months,24000,debt_consolidation,RENT,default
8400,36 months,37500,debt_consolidation,MORTGAGE,default
35000,36 months,90000,small_business,MORTGAGE,paid off
18000,36 months,48902,debt_consolidation,MORTGAGE,default
13200,60 months,54100,major_purchase,RENT,default
8875,36 months,45000,debt_consolidation,MORTGAGE,default
18825,36 months,50000,debt_consolidation,MORTGAGE,default
11200,60 months,40500,debt_consolidation,OWN,paid off
35000,36 months,95000,credit_card,MORTGAGE,paid off
16000,36 months,33000,debt_consolidation,RENT,paid off
15000,60 months,60000,debt_consolidation,OWN,default
4000,36 months,27000,debt_consolidation,RENT,paid off
4200,60 months,40000,major_purchase,OWN,default
3000,36 months,27600,car,RENT,default
24000,36 months,175000,debt_consolidation,MORTGAGE,paid off
3000,36 months,153000,credit_card,OWN,paid off
9750,36 months,61678,debt_consolidation,RENT,paid off
10000,36 months,48000,debt_consolidation,MORTGAGE,default
1000,36 months,36000,medical,RENT,paid off
11500,60 months,70000,debt_consolidation,RENT,default
19800,36 months,125000,debt_consolidation,RENT,paid off
18425,60 months,41000,credit_card,RENT,paid off
11000,36 months,60000,debt_consolidation,RENT,paid off
12000,36 months,55000,debt_consolidation,RENT,paid off
21200,36 months,75000,credit_card,OWN,paid off
10000,36 months,56500,credit_card,MORTGAGE,paid off
1600,36 months,40000,vacation,RENT,default
26500,60 months,75000,debt_consolidation,RENT,default
9000,36 months,90900,debt_consolidation,RENT,paid off
15000,36 months,65000,debt_consolidation,MORTGAGE,default
5000,36 months,63000,other,OWN,default
4750,36 months,51500,debt_consolidation,RENT,default
7425,36 months,46800,other,MORTGAGE,paid off
28000,60 months,135000,home_improvement,MORTGAGE,paid off
19200,36 months,70000,credit_card,RENT,default
13500,36 months,57900,credit_card,RENT,paid off
22000,60 months,50000,debt_consolidation,MORTGAGE,default
6000,36 months,50000,debt_consolidation,RENT,default
8125,36 months,33000,debt_consolidation,MORTGAGE,paid off
24000,36 months,200000,credit_card,MORTGAGE,paid off
10000,36 months,60000,credit_card,RENT,default
15000,36 months,26000,home_improvement,MORTGAGE,default
8875,36 months,50000,major_purchase,RENT,default
3200,36 months,50400,medical,MORTGAGE,paid off
20000,36 months,90000,home_improvement,MORTGAGE,default
24000,60 months,110000,credit_card,RENT,default
14000,36 months,65000,small_business,RENT,default
12000,36 months,58000,credit_card,OWN,default
13750,36 months,40564,debt_consolidation,MORTGAGE,paid off
7000,36 months,51000,major_purchase,RENT,default
22700,60 months,50500,debt_consolidation,MORTGAGE,default
16000,60 months,60000,credit_card,OWN,default
22000,60 months,150000,debt_consolidation,MORTGAGE,default
25000,36 months,54000,debt_consolidation,RENT,paid off
12250,36 months,50000,debt_consolidation,RENT,paid off
20000,36 months,50000,credit_card,RENT,paid off
24000,60 months,80000,other,MORTGAGE,default
5375,36 months,30000,debt_consolidation,RENT,default
5000,36 months,70000,other,RENT,default
9600,36 months,123000,home_improvement,OWN,default
18000,60 months,129000,debt_consolidation,MORTGAGE,default
6000,60 months,50004,debt_consolidation,MORTGAGE,paid off
28000,36 months,98000,debt_consolidation,RENT,paid off
1500,36 months,32000,major_purchase,RENT,paid off
28625,60 months,120000,small_business,MORTGAGE,paid off
2500,60 months,54996,other,RENT,default
16000,36 months,56000,credit_card,MORTGAGE,default
8100,36 months,61920,medical,MORTGAGE,default
25000,60 months,100000,debt_consolidation,OWN,paid off
13400,60 months,55000,debt_consolidation,MORTGAGE,paid off
8000,36 months,65832,moving,MORTGAGE,paid off
5500,36 months,20000,credit_card,OWN,default
16000,36 months,64000,debt_consolidation,RENT,default
6000,36 months,60000,medical,RENT,paid off
32500,60 months,75000,home_improvement,MORTGAGE,default
14725,36 months,82000,debt_consolidation,MORTGAGE,paid off
10975,36 months,69000,debt_consolidation,OWN,default
12600,36 months,100000,home_improvement,MORTGAGE,paid off
13800,36 months,137780,credit_card,MORTGAGE,paid off
28975,36 months,66000,credit_card,RENT,default
3300,36 months,47000,house,RENT,paid off
8950,36 months,20000,debt_consolidation,RENT,default
28000,60 months,80000,wedding,RENT,default
16800,36 months,120000,other,MORTGAGE,default
30000,60 months,95000,debt_consolidation,MORTGAGE,default
1000,36 months,24000,debt_consolidation,RENT,default
7000,60 months,56250,debt_consolidation,OWN,default
20000,60 months,115000,debt_consolidation,MORTGAGE,paid off
20000,60 months,95000,debt_consolidation,MORTGAGE,default
18475,36 months,105400,small_business,MORTGAGE,default
16000,36 months,75000,debt_consolidation,MORTGAGE,paid off
3000,36 months,64000,other,RENT,default
3000,36 months,68600,home_improvement,MORTGAGE,paid off
18000,36 months,52000,debt_consolidation,RENT,paid off
3000,36 months,50000,debt_consolidation,RENT,paid off
5000,60 months,45000,car,MORTGAGE,default
16425,36 months,37000,credit_card,RENT,default
4200,36 months,70000,car,MORTGAGE,paid off
5500,36 months,19881,medical,RENT,default
30000,60 months,78000,debt_consolidation,MORTGAGE,paid off
19550,60 months,94999,debt_consolidation,MORTGAGE,paid off
18000,36 months,80000,credit_card,MORTGAGE,paid off
3600,36 months,84554,car,MORTGAGE,paid off
25000,36 months,65000,debt_consolidation,OWN,paid off
11000,36 months,59000,debt_consolidation,MORTGAGE,paid off
8500,36 months,18000,major_purchase,RENT,default
16825,36 months,60000,credit_card,MORTGAGE,default
12000,60 months,102500,debt_consolidation,MORTGAGE,default
22050,36 months,84000,other,RENT,paid off
24000,36 months,96100,debt_consolidation,MORTGAGE,paid off
25375,36 months,67000,debt_consolidation,MORTGAGE,paid off
21600,36 months,58600,home_improvement,MORTGAGE,default
7575,36 months,30000,debt_consolidation,MORTGAGE,paid off
18250,60 months,180000,small_business,MORTGAGE,default
28100,60 months,62500,debt_consolidation,MORTGAGE,default
12600,36 months,100000,debt_consolidation,RENT,paid off
8000,36 months,48500,debt_consolidation,RENT,paid off
10000,36 months,82000,major_purchase,MORTGAGE,paid off
8000,36 months,145000,home_improvement,MORTGAGE,paid off
17625,60 months,36000,debt_consolidation,RENT,default
18000,60 months,43000,debt_consolidation,MORTGAGE,default
6075,36 months,42000,credit_card,MORTGAGE,paid off
10000,36 months,78996,debt_consolidation,RENT,default
3250,36 months,75000,debt_consolidation,MORTGAGE,paid off
20000,60 months,220000,credit_card,MORTGAGE,paid off
17000,36 months,140000,debt_consolidation,RENT,paid off
6500,36 months,50000,credit_card,MORTGAGE,paid off
3625,36 months,24500,house,RENT,default
15000,60 months,110000,debt_consolidation,MORTGAGE,paid off
14225,36 months,40000,debt_consolidation,MORTGAGE,paid off
8000,36 months,58600,home_improvement,MORTGAGE,default
10000,36 months,20000,credit_card,OWN,paid off
10000,36 months,21000,debt_consolidation,RENT,default
9800,36 months,82500,credit_card,RENT,paid off
20000,36 months,150000,debt_consolidation,MORTGAGE,paid off
4950,36 months,17450,debt_consolidation,OWN,default
25475,36 months,84000,debt_consolidation,RENT,paid off
25000,36 months,151016,major_purchase,RENT,default
14000,36 months,67000,debt_consolidation,RENT,paid off
6400,36 months,65000,medical,MORTGAGE,default
21250,36 months,53232,credit_card,OWN,paid off
6000,36 months,98056,credit_card,MORTGAGE,paid off
11500,36 months,33384,debt_consolidation,MORTGAGE,default
2000,36 months,67000,other,RENT,default
10000,36 months,29000,credit_card,RENT,default
6000,36 months,46963,other,RENT,default
19075,36 months,75000,debt_consolidation,MORTGAGE,default
20000,60 months,115000,credit_card,RENT,paid off
24000,36 months,85000,credit_card,MORTGAGE,paid off
22000,36 months,68000,credit_card,MORTGAGE,default
18000,60 months,50000,debt_consolidation,OWN,default
8900,60 months,47678,debt_consolidation,MORTGAGE,default
10000,36 months,80000,wedding,MORTGAGE,paid off
2400,36 months,26500,debt_consolidation,RENT,default
9000,36 months,42444,debt_consolidation,RENT,default
26400,60 months,130000,debt_consolidation,MORTGAGE,paid off
26500,36 months,60000,debt_consolidation,OWN,paid off
8000,36 months,52000,other,MORTGAGE,paid off
10000,36 months,100000,debt_consolidation,MORTGAGE,default
19750,36 months,45000,credit_card,OWN,default
20000,60 months,71000,other,MORTGAGE,default
14000,36 months,95000,debt_consolidation,RENT,paid off
7200,36 months,28000,debt_consolidation,RENT,paid off
35000,36 months,97000,debt_consolidation,MORTGAGE,default
15000,36 months,54120,debt_consolidation,MORTGAGE,paid off
15000,36 months,80000,credit_card,MORTGAGE,paid off
12000,36 months,80000,debt_consolidation,MORTGAGE,paid off
20000,60 months,90000,debt_consolidation,RENT,default
21650,36 months,62361,debt_consolidation,MORTGAGE,paid off
25000,60 months,81000,credit_card,MORTGAGE,default
6700,36 months,40000,debt_consolidation,MORTGAGE,default
3000,36 months,60000,debt_consolidation,MORTGAGE,paid off
17050,60 months,42760,credit_card,MORTGAGE,default
16800,60 months,70000,credit_card,MORTGAGE,paid off
8000,36 months,65000,debt_consolidation,MORTGAGE,default
4200,36 months,38000,debt_consolidation,RENT,paid off
5000,36 months,35000,other,RENT,default
10000,60 months,78000,major_purchase,RENT,paid off
35000,36 months,85000,debt_consolidation,RENT,default
9450,36 months,52000,debt_consolidation,MORTGAGE,default
2500,36 months,36500,major_purchase,RENT,paid off
30000,60 months,102400,debt_consolidation,RENT,paid off
6000,36 months,60000,medical,MORTGAGE,default
35000,36 months,500000,home_improvement,MORTGAGE,default
18000,36 months,80000,debt_consolidation,MORTGAGE,default
2400,36 months,50000,debt_consolidation,RENT,default
15000,36 months,60000,debt_consolidation,MORTGAGE,default
12000,36 months,54000,debt_consolidation,RENT,paid off
5000,36 months,58000,small_business,RENT,default
21000,36 months,150000,home_improvement,OWN,paid off
25000,36 months,66000,wedding,RENT,default
8000,36 months,55000,debt_consolidation,MORTGAGE,paid off
3000,36 months,24000,credit_card,RENT,default
7000,36 months,53000,home_improvement,MORTGAGE,default
5000,36 months,39000,wedding,MORTGAGE,paid off
17950,36 months,49000,other,MORTGAGE,default
35000,36 months,80000,debt_consolidation,OWN,default
6000,36 months,60000,debt_consolidation,MORTGAGE,paid off
1400,36 months,19000,debt_consolidation,RENT,default
18000,60 months,48000,credit_card,RENT,paid off
6000,60 months,39996,debt_consolidation,MORTGAGE,default
31300,36 months,70000,debt_consolidation,MORTGAGE,paid off
5400,36 months,64000,medical,RENT,default
5000,36 months,95000,debt_consolidation,RENT,paid off
10000,60 months,47000,debt_consolidation,MORTGAGE,paid off
25000,36 months,197000,debt_consolidation,MORTGAGE,paid off
3000,36 months,80000,vacation,OWN,paid off
28000,60 months,85000,debt_consolidation,MORTGAGE,paid off
15000,60 months,87000,debt_consolidation,MORTGAGE,paid off
10000,60 months,80000,medical,OWN,default
19075,60 months,43200,debt_consolidation,MORTGAGE,default
16000,36 months,55000,debt_consolidation,RENT,paid off
18825,36 months,48000,debt_consolidation,RENT,default
4200,36 months,40000,other,OWN,default
6400,36 months,26797,other,RENT,paid off
22000,60 months,56000,debt_consolidation,MORTGAGE,paid off
1500,36 months,55000,home_improvement,MORTGAGE,default
17500,60 months,48200,debt_consolidation,MORTGAGE,default
7200,36 months,18000,debt_consolidation,RENT,paid off
10000,36 months,138000,debt_consolidation,RENT,paid off
1800,36 months,45600,major_purchase,MORTGAGE,default
10000,60 months,32000,other,OWN,default
5100,36 months,25000,small_business,RENT,paid off
16000,36 months,37000,debt_consolidation,OWN,paid off
25000,60 months,85000,debt_consolidation,OWN,default
30000,60 months,98000,debt_consolidation,MORTGAGE,paid off
18000,60 months,50000,debt_consolidation,MORTGAGE,default
10000,36 months,82000,debt_consolidation,RENT,default
10000,36 months,36000,debt_consolidation,RENT,default
13000,36 months,144000,debt_consolidation,MORTGAGE,paid off
12000,36 months,50000,credit_card,RENT,paid off
6000,36 months,27000,debt_consolidation,MORTGAGE,default
9000,60 months,67000,debt_consolidation,MORTGAGE,default
8225,36 months,65000,debt_consolidation,RENT,default
14125,36 months,70000,credit_card,RENT,default
13000,60 months,44400,debt_consolidation,RENT,default
16000,36 months,73500,debt_consolidation,RENT,paid off
23325,60 months,52000,credit_card,RENT,default
10450,36 months,56000,debt_consolidation,MORTGAGE,paid off
5000,36 months,59000,house,MORTGAGE,default
10000,36 months,50000,credit_card,RENT,paid off
25000,36 months,70000,other,MORTGAGE,default
9250,36 months,24996,major_purchase,RENT,paid off
23000,60 months,74872,credit_card,RENT,default
16000,36 months,50000,debt_consolidation,RENT,default
6000,36 months,45000,debt_consolidation,MORTGAGE,paid off
16000,60 months,70000,home_improvement,MORTGAGE,paid off
17050,36 months,53000,debt_consolidation,MORTGAGE,paid off
24000,60 months,95000,debt_consolidation,MORTGAGE,paid off
3600,36 months,72000,debt_consolidation,MORTGAGE,default
7500,36 months,53000,debt_consolidation,RENT,default
10000,60 months,48000,other,RENT,default
5000,36 months,45000,debt_consolidation,RENT,default
16800,36 months,55000,debt_consolidation,RENT,paid off
16000,36 months,55000,debt_consolidation,MORTGAGE,default
12000,60 months,50000,debt_consolidation,RENT,default
2600,36 months,37000,debt_consolidation,RENT,paid off
21850,36 months,55000,debt_consolidation,RENT,paid off
3000,36 months,30000,other,RENT,paid off
18000,36 months,78000,debt_consolidation,RENT,paid off
30000,60 months,150000,debt_consolidation,MORTGAGE,paid off
15000,60 months,63752,small_business,MORTGAGE,default
11000,36 months,63000,debt_consolidation,RENT,paid off
15000,36 months,80000,home_improvement,MORTGAGE,default
3000,36 months,49000,home_improvement,MORTGAGE,paid off
15900,36 months,56500,debt_consolidation,RENT,paid off
15850,36 months,36000,debt_consolidation,RENT,paid off
6000,36 months,55000,debt_consolidation,RENT,paid off
19700,60 months,37800,debt_consolidation,MORTGAGE,default
6000,36 months,70000,debt_consolidation,OWN,paid off
19000,36 months,39600,other,RENT,paid off
6000,36 months,190000,moving,RENT,paid off
12000,36 months,58000,debt_consolidation,RENT,default
6000,36 months,33000,debt_consolidation,MORTGAGE,paid off
12625,60 months,46500,debt_consolidation,RENT,default
10000,36 months,40000,credit_card,RENT,default
1375,36 months,37500,credit_card,RENT,paid off
12000,60 months,38000,other,RENT,default
15000,36 months,40000,debt_consolidation,RENT,default
1000,36 months,28000,major_purchase,RENT,default
3950,36 months,52800,car,MORTGAGE,paid off
5000,36 months,35000,debt_consolidation,MORTGAGE,default
20000,36 months,56000,debt_consolidation,RENT,default
11200,36 months,26000,wedding,RENT,default
7200,36 months,114000,car,MORTGAGE,paid off
8000,36 months,54000,debt_consolidation,RENT,paid off
6000,36 months,78000,debt_consolidation,MORTGAGE,paid off
12000,36 months,85000,debt_consolidation,MORTGAGE,default
12000,36 months,30000,debt_consolidation,RENT,default
15000,36 months,58000,debt_consolidation,MORTGAGE,default
14000,36 months,65882,debt_consolidation,RENT,paid off
25875,36 months,72000,debt_consolidation,MORTGAGE,default
18000,60 months,50000,debt_consolidation,MORTGAGE,paid off
15000,36 months,65000,debt_consolidation,MORTGAGE,default
20000,36 months,150000,debt_consolidation,MORTGAGE,paid off
1600,36 months,60000,debt_consolidation,RENT,paid off
6250,36 months,15000,debt_consolidation,RENT,default
5500,36 months,54000,debt_consolidation,RENT,default
6000,36 months,45000,debt_consolidation,RENT,paid off
18000,36 months,48000,debt_consolidation,RENT,default
19075,36 months,45000,credit_card,RENT,paid off
7350,36 months,45000,debt_consolidation,RENT,default
13000,36 months,28000,credit_card,RENT,default
35000,36 months,130000,debt_consolidation,MORTGAGE,paid off
10000,36 months,25000,debt_consolidation,RENT,paid off
20000,36 months,48000,credit_card,MORTGAGE,paid off
3000,36 months,48000,home_improvement,MORTGAGE,default
10000,36 months,36000,debt_consolidation,MORTGAGE,paid off
10400,36 months,31500,debt_consolidation,RENT,default
10000,36 months,60000,debt_consolidation,RENT,paid off
10625,36 months,32000,debt_consolidation,MORTGAGE,default
6500,36 months,63000,debt_consolidation,RENT,paid off
12000,60 months,40000,debt_consolidation,MORTGAGE,default
2000,36 months,17210,major_purchase,RENT,default
7275,36 months,45000,other,MORTGAGE,paid off
15000,36 months,34000,debt_consolidation,RENT,paid off
7750,36 months,13920,other,OWN,default
5400,36 months,75000,credit_card,MORTGAGE,paid off
15000,36 months,70000,debt_consolidation,RENT,default
21000,36 months,70000,debt_consolidation,MORTGAGE,paid off
4000,36 months,14597,debt_consolidation,RENT,default
4000,36 months,35000,other,RENT,default
24000,60 months,70000,debt_consolidation,MORTGAGE,paid off
3500,36 months,18000,medical,OWN,default
16000,36 months,100000,debt_consolidation,RENT,default
24000,60 months,90000,debt_consolidation,MORTGAGE,default
12000,36 months,38000,debt_consolidation,RENT,paid off
16000,36 months,78400,debt_consolidation,RENT,paid off
12000,36 months,33000,debt_consolidation,RENT,default
15000,36 months,121000,debt_consolidation,RENT,paid off
24000,36 months,125000,debt_consolidation,RENT,default
8450,60 months,42000,debt_consolidation,RENT,default
3000,36 months,22500,debt_consolidation,RENT,default
13000,36 months,55000,debt_consolidation,OWN,paid off
17625,36 months,52000,debt_consolidation,RENT,default
35000,60 months,120000,small_business,MORTGAGE,default
7000,36 months,130000,medical,MORTGAGE,paid off
19500,60 months,43883,debt_consolidation,MORTGAGE,default
25000,36 months,122000,debt_consolidation,MORTGAGE,default
22750,60 months,60000,debt_consolidation,RENT,default
22250,60 months,50000,debt_consolidation,OWN,default
11500,36 months,84800,debt_consolidation,RENT,paid off
31675,60 months,171000,debt_consolidation,MORTGAGE,default
7825,36 months,41600,credit_card,OWN,default
4000,36 months,23300,debt_consolidation,RENT,paid off
30000,60 months,100000,debt_consolidation,RENT,default
12000,36 months,100000,credit_card,MORTGAGE,paid off
30000,36 months,110000,debt_consolidation,MORTGAGE,paid off
5800,36 months,27000,credit_card,RENT,paid off
4000,36 months,84000,car,RENT,paid off
12000,36 months,229200,car,MORTGAGE,paid off
26500,60 months,60000,debt_consolidation,MORTGAGE,default
15000,36 months,89000,debt_consolidation,MORTGAGE,paid off
10000,60 months,75000,debt_consolidation,RENT,paid off
21000,36 months,81000,credit_card,MORTGAGE,paid off
17000,60 months,120000,home_improvement,MORTGAGE,default
4800,36 months,16152,debt_consolidation,MORTGAGE,paid off
4000,36 months,30000,debt_consolidation,RENT,paid off
12800,36 months,67000,debt_consolidation,MORTGAGE,default
12325,60 months,65000,debt_consolidation,MORTGAGE,paid off
14500,60 months,75000,debt_consolidation,RENT,paid off
5000,36 months,41000,debt_consolidation,RENT,default
5600,36 months,55000,debt_consolidation,OWN,paid off
1200,36 months,45000,other,RENT,paid off
26375,36 months,82000,debt_consolidation,MORTGAGE,paid off
12000,36 months,85000,debt_consolidation,MORTGAGE,paid off
16000,36 months,86000,debt_consolidation,RENT,default
10000,36 months,45000,debt_consolidation,RENT,paid off
12000,60 months,63000,debt_consolidation,MORTGAGE,default
20675,36 months,52000,debt_consolidation,RENT,default
28000,36 months,120000,home_improvement,MORTGAGE,paid off
7000,36 months,60000,major_purchase,RENT,paid off
20950,60 months,77000,debt_consolidation,MORTGAGE,default
11000,36 months,20400,debt_consolidation,OWN,default
8400,36 months,36000,debt_consolidation,MORTGAGE,default
12000,60 months,52000,credit_card,RENT,default
5500,36 months,25200,credit_card,RENT,paid off
6350,36 months,18720,debt_consolidation,OWN,paid off
4475,36 months,100000,other,MORTGAGE,paid off
17000,36 months,95000,major_purchase,RENT,paid off
9750,36 months,42000,debt_consolidation,MORTGAGE,paid off
10000,36 months,108000,debt_consolidation,OWN,paid off
4000,36 months,55000,home_improvement,MORTGAGE,paid off
24000,36 months,130000,debt_consolidation,MORTGAGE,paid off
4000,36 months,65000,major_purchase,RENT,paid off
15000,36 months,38220,credit_card,RENT,default
15000,36 months,57000,medical,OWN,paid off
16000,36 months,50000,debt_consolidation,RENT,paid off
5600,36 months,24000,other,RENT,paid off
18400,60 months,75000,house,MORTGAGE,default
15000,36 months,57000,debt_consolidation,RENT,paid off
20000,36 months,72000,debt_consolidation,RENT,default
16450,36 months,80000,debt_consolidation,MORTGAGE,default
2000,36 months,51996,other,OWN,default
7500,36 months,38500,home_improvement,MORTGAGE,default
5375,36 months,26000,debt_consolidation,MORTGAGE,default
20050,60 months,46000,debt_consolidation,MORTGAGE,default
10000,60 months,129996,other,MORTGAGE,paid off
10000,36 months,41000,credit_card,RENT,default
10200,60 months,38000,debt_consolidation,MORTGAGE,paid off
2500,36 months,30000,debt_consolidation,MORTGAGE,paid off
35000,60 months,118000,debt_consolidation,RENT,default
6000,36 months,25000,debt_consolidation,RENT,default
10000,36 months,55008,other,RENT,paid off
13000,36 months,56000,debt_consolidation,MORTGAGE,paid off
7800,36 months,72721,other,MORTGAGE,paid off
1500,36 months,48000,other,OWN,default
24000,60 months,75000,debt_consolidation,MORTGAGE,default
28100,60 months,105000,home_improvement,MORTGAGE,paid off
16450,36 months,37000,debt_consolidation,RENT,default
24000,36 months,60000,debt_consolidation,RENT,paid off
5850,36 months,70000,debt_consolidation,RENT,paid off
29100,36 months,52000,small_business,MORTGAGE,default
21000,60 months,50000,debt_consolidation,RENT,default
27200,36 months,120000,wedding,RENT,paid off
23800,36 months,67000,debt_consolidation,MORTGAGE,paid off
15000,60 months,60000,debt_consolidation,MORTGAGE,default
7000,36 months,36000,debt_consolidation,MORTGAGE,paid off
7750,60 months,30000,debt_consolidation,RENT,default
15000,36 months,66000,wedding,RENT,paid off
30000,36 months,90000,home_improvement,OWN,default
12000,36 months,44000,credit_card,MORTGAGE,default
18000,36 months,169000,credit_card,MORTGAGE,paid off
16000,60 months,40000,debt_consolidation,MORTGAGE,default
8000,36 months,27000,debt_consolidation,RENT,default
6000,36 months,70000,credit_card,RENT,default
25000,60 months,51600,major_purchase,MORTGAGE,paid off
14000,36 months,75000,credit_card,MORTGAGE,paid off
9000,36 months,41000,car,MORTGAGE,paid off
16000,60 months,80000,credit_card,MORTGAGE,default
9600,36 months,28800,debt_consolidation,RENT,default
15000,36 months,55000,car,RENT,paid off
7500,36 months,32000,house,MORTGAGE,default
8000,36 months,75000,home_improvement,RENT,default
16000,36 months,175000,debt_consolidation,RENT,paid off
10000,36 months,27996,debt_consolidation,MORTGAGE,paid off
10800,36 months,60000,debt_consolidation,MORTGAGE,paid off
3450,36 months,29500,credit_card,RENT,default
2100,36 months,43200,other,OWN,default
10000,36 months,42369,home_improvement,MORTGAGE,default
10000,36 months,71600,small_business,RENT,default
1500,36 months,47700,car,MORTGAGE,paid off
8400,36 months,52000,medical,MORTGAGE,default
4800,36 months,53000,debt_consolidation,MORTGAGE,default
1600,36 months,42000,other,RENT,paid off
19600,36 months,44000,debt_consolidation,MORTGAGE,paid off
20000,60 months,60000,debt_consolidation,MORTGAGE,default
5500,36 months,24000,credit_card,MORTGAGE,paid off
8000,36 months,38000,credit_card,RENT,paid off
28000,60 months,101000,debt_consolidation,MORTGAGE,paid off
2000,36 months,24000,other,RENT,paid off
30000,60 months,103000,small_business,OWN,default
15000,36 months,40600,debt_consolidation,MORTGAGE,paid off
14675,36 months,43680,credit_card,RENT,paid off
4200,36 months,81000,home_improvement,MORTGAGE,paid off
12000,36 months,36000,debt_consolidation,RENT,paid off
7500,36 months,47004,small_business,MORTGAGE,default
3600,36 months,24960,major_purchase,OWN,paid off
22550,36 months,90000,credit_card,MORTGAGE,paid off
9000,36 months,61200,debt_consolidation,MORTGAGE,paid off
15250,60 months,40000,debt_consolidation,RENT,default
16500,36 months,81785,debt_consolidation,MORTGAGE,paid off
2625,36 months,20084,other,RENT,default
12000,36 months,46800,credit_card,OWN,default
3500,36 months,68160,major_purchase,RENT,default
6250,60 months,16000,small_business,RENT,default
10750,60 months,52000,debt_consolidation,RENT,default
25000,60 months,82000,debt_consolidation,MORTGAGE,paid off
24000,36 months,80500,credit_card,MORTGAGE,paid off
15000,36 months,145000,debt_consolidation,OWN,paid off
3000,36 months,50000,home_improvement,RENT,paid off
4375,36 months,34000,debt_consolidation,RENT,paid off
15000,36 months,80000,credit_card,MORTGAGE,paid off
22000,60 months,50000,debt_consolidation,MORTGAGE,default
12000,36 months,133000,credit_card,MORTGAGE,paid off
12000,60 months,90672,house,RENT,default
6000,36 months,30000,other,RENT,paid off
20000,36 months,93000,debt_consolidation,MORTGAGE,paid off
10750,36 months,31000,debt_consolidation,RENT,default
1000,60 months,14400,moving,RENT,paid off
10000,36 months,55600,debt_consolidation,RENT,paid off
3200,36 months,53000,credit_card,MORTGAGE,paid off
25000,36 months,78000,debt_consolidation,RENT,paid off
23850,60 months,60000,debt_consolidation,RENT,default
13500,36 months,64402,wedding,RENT,paid off
3525,36 months,26000,debt_consolidation,RENT,paid off
7500,36 months,51843,debt_consolidation,MORTGAGE,paid off
4200,60 months,43596,car,RENT,default
20000,36 months,119000,debt_consolidation,MORTGAGE,default
3500,60 months,24000,car,RENT,paid off
8575,60 months,28800,debt_consolidation,OWN,default
14000,36 months,45000,credit_card,RENT,paid off
2000,36 months,36000,debt_consolidation,MORTGAGE,paid off
4375,36 months,29000,debt_consolidation,RENT,paid off
9000,60 months,60000,debt_consolidation,OWN,default
4750,60 months,27600,home_improvement,MORTGAGE,paid off
18000,36 months,130000,debt_consolidation,MORTGAGE,default
24000,36 months,95000,debt_consolidation,MORTGAGE,default
16000,36 months,75000,debt_consolidation,MORTGAGE,paid off
16000,36 months,35000,debt_consolidation,OWN,paid off
1500,36 months,32200,other,OWN,paid off
7500,36 months,42000,debt_consolidation,RENT,paid off
5500,36 months,9600,debt_consolidation,MORTGAGE,paid off
12500,36 months,70000,credit_card,RENT,paid off
16000,36 months,60000,credit_card,MORTGAGE,default
5000,36 months,119000,credit_card,MORTGAGE,paid off
3750,36 months,480000,home_improvement,MORTGAGE,paid off
10000,36 months,114600,car,MORTGAGE,paid off
3250,36 months,25000,debt_consolidation,RENT,default
8350,36 months,55000,debt_consolidation,RENT,default
18000,60 months,48000,debt_consolidation,RENT,default
17600,36 months,50020,debt_consolidation,MORTGAGE,paid off
12000,36 months,70000,medical,RENT,default
8425,36 months,39763,credit_card,RENT,default
30000,36 months,160000,home_improvement,MORTGAGE,default
